person_id,arrest_date,arrest_id,law_code
11554,2008-05-01,5d0daba4,misdemeanor
12012,2008-05-01,fd329276,misdemeanor
12043,2008-05-01,628c41ee,misdemeanor
12855,2008-05-01,08763f1a,felony
13337,2008-05-01,38d4a536,misdemeanor
13803,2008-05-01,a3062e96,misdemeanor
13977,2008-05-01,5e9fb406,misdemeanor
14564,2008-05-01,814ea8a7,misdemeanor
15788,2008-05-01,920bd349,felony
15855,2008-05-01,0f80eb01,felony
16737,2008-05-01,3df1bbfc,misdemeanor
17020,2008-05-01,0aaffd9e,misdemeanor
18999,2008-05-01,0baedbc1,misdemeanor
19016,2008-05-01,93503bdc,felony
19257,2008-05-01,e3f73f4d,misdemeanor
19568,2008-05-01,eec84b3c,felony
19765,2008-05-01,a1eebdeb,misdemeanor
26,2008-05-02,c029be21,felony
164,2008-05-02,1bcbe169,misdemeanor
411,2008-05-02,fe10eecd,misdemeanor
1822,2008-05-02,22432e01,misdemeanor
2786,2008-05-02,7412e64b,misdemeanor
3089,2008-05-02,73930004,misdemeanor
3359,2008-05-02,3a042af3,misdemeanor
3646,2008-05-02,04179455,misdemeanor
3712,2008-05-02,0d426a0b,felony
3839,2008-05-02,15ad08c5,misdemeanor
4234,2008-05-02,1ec2ea09,felony
4771,2008-05-02,cc40356b,felony
5178,2008-05-02,1a6681cb,misdemeanor
6652,2008-05-02,5c9c25bf,felony
7142,2008-05-02,3d71aef3,felony
10168,2008-05-02,18b04249,misdemeanor
10707,2008-05-02,dd62ed54,misdemeanor
11232,2008-05-02,c0fdccfb,misdemeanor
11333,2008-05-02,5a8612a2,misdemeanor
11919,2008-05-02,8a450770,misdemeanor
13413,2008-05-02,40adc8cc,misdemeanor
14072,2008-05-02,c151264c,misdemeanor
14620,2008-05-02,271a5beb,misdemeanor
15141,2008-05-02,b8b90495,misdemeanor
15768,2008-05-02,884146c6,felony
15975,2008-05-02,a56b0722,misdemeanor
16489,2008-05-02,0cdabcd7,misdemeanor
16564,2008-05-02,ff52fb8f,misdemeanor
16741,2008-05-02,1acf88bf,felony
17139,2008-05-02,21433daf,misdemeanor
17926,2008-05-02,f22e1809,felony
18047,2008-05-02,9bb92be5,felony
18596,2008-05-02,62eb38b4,misdemeanor
19152,2008-05-02,3bbda0b1,misdemeanor
19886,2008-05-02,31e49ea2,misdemeanor
231,2008-05-03,19789348,misdemeanor
293,2008-05-03,a1d4de46,felony
1065,2008-05-03,13077a79,felony
2174,2008-05-03,66261fc6,misdemeanor
3215,2008-05-03,1ecd9864,misdemeanor
3998,2008-05-03,ae6097ee,misdemeanor
4288,2008-05-03,119ca056,misdemeanor
4401,2008-05-03,4cb7c38b,misdemeanor
7902,2008-05-03,76b65747,misdemeanor
9727,2008-05-03,b58cc6c9,misdemeanor
10766,2008-05-03,7f8f3857,misdemeanor
11932,2008-05-03,0a36cf99,misdemeanor
12090,2008-05-03,aa5eb48f,felony
12209,2008-05-03,9dae752d,felony
12737,2008-05-03,5386f758,misdemeanor
13110,2008-05-03,902f5f6f,misdemeanor
13454,2008-05-03,bcbf0f64,misdemeanor
14719,2008-05-03,7dedf32f,misdemeanor
15392,2008-05-03,6d1a93fd,misdemeanor
15793,2008-05-03,cf13eccc,felony
15883,2008-05-03,7c838217,misdemeanor
16646,2008-05-03,bea6f2f9,felony
16858,2008-05-03,43130ee0,felony
16910,2008-05-03,dea58674,misdemeanor
16917,2008-05-03,591a892c,felony
18777,2008-05-03,b5e491d7,felony
19376,2008-05-03,29b21f94,misdemeanor
909,2008-05-04,dddccbf4,felony
956,2008-05-04,fd3463a0,felony
1241,2008-05-04,bbe51ae3,misdemeanor
2785,2008-05-04,481c9c44,felony
4885,2008-05-04,9a9e05fc,misdemeanor
4944,2008-05-04,afc99e81,misdemeanor
5080,2008-05-04,ead34b60,misdemeanor
5256,2008-05-04,23339fbb,misdemeanor
5904,2008-05-04,88c25f1f,misdemeanor
6214,2008-05-04,b8434ddd,misdemeanor
6483,2008-05-04,96a24a37,misdemeanor
6861,2008-05-04,d79d4011,misdemeanor
7607,2008-05-04,905535fe,felony
8169,2008-05-04,7f0638e0,misdemeanor
8308,2008-05-04,d53043a3,misdemeanor
10169,2008-05-04,39ca5dc2,misdemeanor
10329,2008-05-04,c4bd6948,misdemeanor
10847,2008-05-04,1acbcc18,misdemeanor
11539,2008-05-04,4b21506a,misdemeanor
12251,2008-05-04,803a2dd3,misdemeanor
12485,2008-05-04,7b46b524,misdemeanor
12742,2008-05-04,f25fce4d,misdemeanor
12779,2008-05-04,302c2d2f,misdemeanor
14386,2008-05-04,d2f30d06,misdemeanor
14472,2008-05-04,51cacef4,misdemeanor
15805,2008-05-04,e8f9a107,misdemeanor
15976,2008-05-04,adb97d9a,misdemeanor
16482,2008-05-04,ed6b489b,misdemeanor
18791,2008-05-04,2060118e,felony
1756,2008-05-05,92519e24,misdemeanor
2695,2008-05-05,b05f150e,misdemeanor
2736,2008-05-05,f2d55367,misdemeanor
4098,2008-05-05,77e032ed,misdemeanor
4140,2008-05-05,81454ce9,misdemeanor
5467,2008-05-05,4433a482,misdemeanor
5998,2008-05-05,93b9f2b9,misdemeanor
6461,2008-05-05,38f7c4af,misdemeanor
6721,2008-05-05,50470def,misdemeanor
6724,2008-05-05,8e9db382,misdemeanor
6817,2008-05-05,e7442c7e,misdemeanor
7069,2008-05-05,4bbe37c7,misdemeanor
7464,2008-05-05,10d0024b,misdemeanor
7899,2008-05-05,84ceaaed,misdemeanor
8537,2008-05-05,79579790,misdemeanor
9608,2008-05-05,6120a6f3,felony
9671,2008-05-05,c93115ea,misdemeanor
9969,2008-05-05,3a4fd64f,felony
12168,2008-05-05,1421eede,felony
12534,2008-05-05,35210f07,misdemeanor
13062,2008-05-05,a8dc4fc4,misdemeanor
15103,2008-05-05,4c608faf,felony
15846,2008-05-05,a49dfe5b,misdemeanor
15974,2008-05-05,21141a5f,felony
17332,2008-05-05,2ef742d0,misdemeanor
17571,2008-05-05,37a6650d,misdemeanor
17727,2008-05-05,46d46c40,misdemeanor
17976,2008-05-05,8e5f4513,misdemeanor
18143,2008-05-05,3f673181,misdemeanor
18812,2008-05-05,e01ceceb,felony
19049,2008-05-05,4ce58ad1,misdemeanor
19243,2008-05-05,bf1b6a13,misdemeanor
164,2008-05-06,c6d89884,felony
2079,2008-05-06,56392cf1,felony
2248,2008-05-06,3bfa928b,misdemeanor
2428,2008-05-06,808cbd96,misdemeanor
2929,2008-05-06,52d58d98,misdemeanor
2980,2008-05-06,1a3f28ea,felony
3443,2008-05-06,e8703e56,misdemeanor
4585,2008-05-06,30364d25,felony
4599,2008-05-06,dafae5d3,misdemeanor
5681,2008-05-06,36e0336d,felony
6198,2008-05-06,3581c0be,felony
6862,2008-05-06,15eac7bd,misdemeanor
7297,2008-05-06,0f3c2e34,misdemeanor
8065,2008-05-06,9d600c98,felony
10822,2008-05-06,f84b02bc,felony
11136,2008-05-06,0510c958,misdemeanor
11633,2008-05-06,479e038d,felony
12464,2008-05-06,a7d779ee,misdemeanor
13587,2008-05-06,78d1a957,misdemeanor
13924,2008-05-06,87923576,misdemeanor
14315,2008-05-06,92e91692,misdemeanor
17940,2008-05-06,ab7238c8,felony
18491,2008-05-06,a640b71e,misdemeanor
19044,2008-05-06,c453a44b,misdemeanor
532,2008-05-07,f325c355,misdemeanor
562,2008-05-07,828bd924,felony
1685,2008-05-07,b4d72b9a,felony
2507,2008-05-07,59ffb1db,misdemeanor
2766,2008-05-07,ed153c89,misdemeanor
2968,2008-05-07,191dd925,misdemeanor
3901,2008-05-07,2c8b9673,felony
5494,2008-05-07,c73f1f1e,misdemeanor
5892,2008-05-07,8c1cc869,felony
6254,2008-05-07,c78ddd7c,misdemeanor
6744,2008-05-07,89895fa6,felony
6881,2008-05-07,df6be464,misdemeanor
6911,2008-05-07,356a04d1,felony
13448,2008-05-07,a0521a28,misdemeanor
14023,2008-05-07,e037d757,felony
14835,2008-05-07,9cb4f05a,misdemeanor
15936,2008-05-07,84fdf10f,felony
17814,2008-05-07,8d4ba2b8,misdemeanor
17875,2008-05-07,af1b6e2b,misdemeanor
19549,2008-05-07,f390144a,misdemeanor
19814,2008-05-07,17d1f654,misdemeanor
2070,2008-05-08,7462c61c,felony
2948,2008-05-08,603c9322,misdemeanor
3034,2008-05-08,7824358a,misdemeanor
3641,2008-05-08,7cc911df,misdemeanor
3680,2008-05-08,0ed30d33,felony
3960,2008-05-08,10f522ff,misdemeanor
3980,2008-05-08,01358ccc,felony
6082,2008-05-08,980e7194,felony
6362,2008-05-08,ce226674,felony
6572,2008-05-08,83147ae3,misdemeanor
7971,2008-05-08,65d5d7f8,misdemeanor
8150,2008-05-08,53ad2600,misdemeanor
8785,2008-05-08,7e9d29f2,misdemeanor
10284,2008-05-08,6a03641b,misdemeanor
10963,2008-05-08,674cfd2d,misdemeanor
11127,2008-05-08,7824b71f,misdemeanor
11624,2008-05-08,0f62f975,felony
11843,2008-05-08,be7806a8,misdemeanor
13360,2008-05-08,335b0791,misdemeanor
13956,2008-05-08,704a91a0,misdemeanor
14059,2008-05-08,679e75e8,misdemeanor
14368,2008-05-08,d17f8d6d,misdemeanor
15010,2008-05-08,ee7068af,felony
15125,2008-05-08,d4fa699c,felony
15523,2008-05-08,d4cbd2de,misdemeanor
15694,2008-05-08,03133d1f,misdemeanor
15827,2008-05-08,26cae699,felony
15970,2008-05-08,e7ee7ba4,misdemeanor
15995,2008-05-08,e624faa3,misdemeanor
18838,2008-05-08,bb8a0899,misdemeanor
179,2008-05-09,752ebe2c,felony
201,2008-05-09,dc75cf46,misdemeanor
497,2008-05-09,c59ced8b,felony
1831,2008-05-09,dc72ae7e,misdemeanor
3130,2008-05-09,ec3336ab,felony
3884,2008-05-09,6425ebd9,misdemeanor
5699,2008-05-09,76fac4fb,misdemeanor
5963,2008-05-09,2f3bca4f,misdemeanor
7231,2008-05-09,b07c68c6,felony
8118,2008-05-09,7dbc5453,misdemeanor
8523,2008-05-09,8b0c7a99,misdemeanor
8615,2008-05-09,b87c37ea,felony
8686,2008-05-09,28081e62,misdemeanor
11883,2008-05-09,f5d27360,felony
12380,2008-05-09,c8109bc4,misdemeanor
12665,2008-05-09,42e647db,felony
14369,2008-05-09,e5cf8c5e,felony
15271,2008-05-09,08fda1ec,misdemeanor
15486,2008-05-09,35da9d0b,misdemeanor
15951,2008-05-09,b0f5c2fb,misdemeanor
16032,2008-05-09,f9519c78,misdemeanor
17042,2008-05-09,42bbecf1,misdemeanor
18193,2008-05-09,19fe9f75,misdemeanor
19173,2008-05-09,f78c76d7,misdemeanor
481,2008-05-10,60df2512,misdemeanor
605,2008-05-10,583d9b25,misdemeanor
1087,2008-05-10,e99eb617,misdemeanor
1306,2008-05-10,57168c21,misdemeanor
1715,2008-05-10,dac3567b,misdemeanor
2729,2008-05-10,fcfe5e86,misdemeanor
3305,2008-05-10,767a2e16,felony
3638,2008-05-10,bd5fa075,misdemeanor
4375,2008-05-10,833f7523,misdemeanor
4832,2008-05-10,757eea41,misdemeanor
5353,2008-05-10,47fcc981,misdemeanor
5603,2008-05-10,b1f85108,misdemeanor
5640,2008-05-10,c0b84c52,misdemeanor
5664,2008-05-10,3dc9a033,misdemeanor
5866,2008-05-10,f70f9960,misdemeanor
6856,2008-05-10,645a4756,felony
6877,2008-05-10,78fbf1cf,misdemeanor
7412,2008-05-10,8272b3af,misdemeanor
9448,2008-05-10,d64ac7a3,felony
10085,2008-05-10,3f10f507,misdemeanor
10386,2008-05-10,2d908e9b,misdemeanor
10423,2008-05-10,6618f7d6,felony
11450,2008-05-10,a5d7e021,misdemeanor
13109,2008-05-10,d914a2a2,felony
13610,2008-05-10,1b707f4d,misdemeanor
14300,2008-05-10,d8f00304,felony
14372,2008-05-10,bb3ebb07,misdemeanor
14993,2008-05-10,2b896215,misdemeanor
15212,2008-05-10,2fc8de29,misdemeanor
15607,2008-05-10,f687e2db,misdemeanor
15765,2008-05-10,d1241c9a,misdemeanor
16169,2008-05-10,1ad074c2,felony
18011,2008-05-10,20eab75a,felony
18058,2008-05-10,e6e29c90,misdemeanor
18410,2008-05-10,0669290e,misdemeanor
19459,2008-05-10,a2ca2e2d,misdemeanor
220,2008-05-11,7cb9e25a,misdemeanor
644,2008-05-11,cdcbb945,misdemeanor
1229,2008-05-11,6170fe97,misdemeanor
1334,2008-05-11,0bb63f46,misdemeanor
1583,2008-05-11,c0888025,misdemeanor
1593,2008-05-11,e08648d6,misdemeanor
1923,2008-05-11,0fcf8ebc,misdemeanor
3847,2008-05-11,c031e8a9,misdemeanor
4283,2008-05-11,2d9d2d62,misdemeanor
4865,2008-05-11,1cd3032d,misdemeanor
5605,2008-05-11,ea14a5bc,felony
6561,2008-05-11,47190d7f,misdemeanor
11190,2008-05-11,42953d0e,misdemeanor
11727,2008-05-11,d2540eaf,felony
12167,2008-05-11,2a004b12,felony
12558,2008-05-11,cbd2ff2b,felony
13494,2008-05-11,00ec3cf8,felony
13614,2008-05-11,fe400f87,misdemeanor
14856,2008-05-11,4b354399,misdemeanor
14878,2008-05-11,e7f1c5ac,misdemeanor
14943,2008-05-11,b07bb5cb,misdemeanor
15630,2008-05-11,482d77d0,misdemeanor
15992,2008-05-11,090bd012,misdemeanor
16392,2008-05-11,72fa9998,felony
16585,2008-05-11,7215425a,misdemeanor
17768,2008-05-11,c16ed865,misdemeanor
17922,2008-05-11,43b1afe2,misdemeanor
18318,2008-05-11,e1353034,misdemeanor
19194,2008-05-11,494d757d,misdemeanor
2159,2008-05-12,eaea3b07,felony
2826,2008-05-12,e8307d7e,misdemeanor
3554,2008-05-12,ef029ade,misdemeanor
5207,2008-05-12,cd074582,misdemeanor
6106,2008-05-12,688f7dff,misdemeanor
6109,2008-05-12,b3cf1f74,misdemeanor
6967,2008-05-12,8ac8d588,misdemeanor
7112,2008-05-12,9c6b68d2,felony
7188,2008-05-12,2020d35a,felony
7709,2008-05-12,fe8816bc,misdemeanor
9732,2008-05-12,f79ed4f5,misdemeanor
9785,2008-05-12,26551b40,misdemeanor
10263,2008-05-12,d3756d4d,misdemeanor
11607,2008-05-12,7edbe79d,felony
11854,2008-05-12,415f90af,misdemeanor
12479,2008-05-12,361b8cfd,felony
12754,2008-05-12,1a693286,misdemeanor
13824,2008-05-12,70969a51,felony
14567,2008-05-12,970827b8,misdemeanor
15389,2008-05-12,16f9d19b,misdemeanor
16172,2008-05-12,c1519054,misdemeanor
16752,2008-05-12,985921b7,misdemeanor
17292,2008-05-12,b0f9ac6f,felony
17809,2008-05-12,6cca9fe6,misdemeanor
18739,2008-05-12,87fad859,misdemeanor
19108,2008-05-12,0f78365d,misdemeanor
19429,2008-05-12,a75585fe,misdemeanor
1043,2008-05-13,a87c6e6f,misdemeanor
1087,2008-05-13,1e99b63f,misdemeanor
1462,2008-05-13,f3ff6452,felony
2068,2008-05-13,7bca73f2,felony
3162,2008-05-13,95a6f881,misdemeanor
3581,2008-05-13,52774c4a,misdemeanor
4683,2008-05-13,83e8c0a7,misdemeanor
5085,2008-05-13,8e91bd4c,misdemeanor
7781,2008-05-13,be127d98,misdemeanor
7838,2008-05-13,9b09fbd4,misdemeanor
10241,2008-05-13,900e44db,misdemeanor
11483,2008-05-13,3c35e508,felony
12000,2008-05-13,5c3941a6,misdemeanor
13817,2008-05-13,74335f42,misdemeanor
13976,2008-05-13,65413ce9,misdemeanor
14057,2008-05-13,8634ce90,misdemeanor
14069,2008-05-13,b4abf2ab,misdemeanor
14401,2008-05-13,1812a228,misdemeanor
15898,2008-05-13,d64be291,misdemeanor
15997,2008-05-13,c6677d49,misdemeanor
16022,2008-05-13,3c6915de,felony
16827,2008-05-13,2bff50f9,misdemeanor
18058,2008-05-13,7e4d4ce5,misdemeanor
18088,2008-05-13,c29c3f6d,misdemeanor
19403,2008-05-13,edd87e0c,misdemeanor
19621,2008-05-13,85e70a28,misdemeanor
489,2008-05-14,f03d732d,felony
1065,2008-05-14,072251e0,misdemeanor
1676,2008-05-14,deb5d70a,misdemeanor
4325,2008-05-14,dcc86805,felony
5365,2008-05-14,02078d57,misdemeanor
5370,2008-05-14,5f849f59,misdemeanor
5460,2008-05-14,3b720e6f,felony
6256,2008-05-14,eb64c29b,misdemeanor
7522,2008-05-14,38e619d3,misdemeanor
7591,2008-05-14,b997c2a9,felony
10644,2008-05-14,dc460b37,misdemeanor
11760,2008-05-14,af4e79cd,misdemeanor
11813,2008-05-14,2b8af288,felony
12443,2008-05-14,9d05aaa3,misdemeanor
14206,2008-05-14,286592da,misdemeanor
16273,2008-05-14,b7cac0b1,misdemeanor
16413,2008-05-14,3f4a623c,misdemeanor
16879,2008-05-14,2f58f877,felony
16900,2008-05-14,60862a4f,misdemeanor
17179,2008-05-14,998df5db,felony
17862,2008-05-14,9439195c,misdemeanor
18295,2008-05-14,3e277ec3,misdemeanor
19336,2008-05-14,444fb8b5,felony
1039,2008-05-15,6a37fb63,misdemeanor
1451,2008-05-15,af651d7e,felony
2029,2008-05-15,0951f971,misdemeanor
2703,2008-05-15,e76f19ff,misdemeanor
3159,2008-05-15,8a1841f9,misdemeanor
3898,2008-05-15,39a3c1b1,misdemeanor
4087,2008-05-15,ec084a7f,misdemeanor
4740,2008-05-15,a4300f00,misdemeanor
4986,2008-05-15,f2f8ce88,felony
5236,2008-05-15,5bd40c28,misdemeanor
6489,2008-05-15,c513a0d6,misdemeanor
7290,2008-05-15,d4bbcfd7,misdemeanor
7661,2008-05-15,21a61e1a,felony
8083,2008-05-15,406a2c41,misdemeanor
9068,2008-05-15,787bb7fe,misdemeanor
9698,2008-05-15,6ac08cc4,misdemeanor
11110,2008-05-15,e497e4f6,misdemeanor
11181,2008-05-15,12b1dd2c,misdemeanor
12179,2008-05-15,7a9c5934,misdemeanor
12405,2008-05-15,12dc78b0,misdemeanor
12614,2008-05-15,2c77e76f,misdemeanor
12671,2008-05-15,750f7688,misdemeanor
12994,2008-05-15,b1e7c16a,misdemeanor
12996,2008-05-15,6f1b8610,felony
13121,2008-05-15,b3929243,misdemeanor
13191,2008-05-15,975579d4,misdemeanor
14010,2008-05-15,3da41eff,misdemeanor
16599,2008-05-15,c80721da,felony
16769,2008-05-15,bb9c144f,misdemeanor
17006,2008-05-15,c63fbc85,misdemeanor
17069,2008-05-15,f436e3e2,misdemeanor
17556,2008-05-15,6f393163,misdemeanor
17605,2008-05-15,65311313,misdemeanor
18634,2008-05-15,0da6a55a,misdemeanor
18687,2008-05-15,62bd3127,misdemeanor
19701,2008-05-15,a5f1b5e5,misdemeanor
19926,2008-05-15,fee16c0d,misdemeanor
19935,2008-05-15,07f73050,felony
13,2008-05-16,7eefa243,misdemeanor
961,2008-05-16,46c6fdcc,misdemeanor
1124,2008-05-16,3c38ebd4,misdemeanor
2204,2008-05-16,2583ec3a,felony
3826,2008-05-16,730219b2,misdemeanor
4140,2008-05-16,19f78a30,felony
4886,2008-05-16,70110125,misdemeanor
5033,2008-05-16,9a1d6779,misdemeanor
5296,2008-05-16,87281151,misdemeanor
5422,2008-05-16,79b5aaee,misdemeanor
5505,2008-05-16,ad579232,misdemeanor
5917,2008-05-16,f9bb9076,misdemeanor
5971,2008-05-16,0e50b44d,felony
7317,2008-05-16,4f8a8a12,misdemeanor
8336,2008-05-16,bcc6d887,misdemeanor
8603,2008-05-16,02f772e9,misdemeanor
8884,2008-05-16,abf5e0e5,misdemeanor
12617,2008-05-16,68e043d3,misdemeanor
13042,2008-05-16,30a14d58,felony
13805,2008-05-16,1adb05f4,misdemeanor
14010,2008-05-16,10995dbc,misdemeanor
14468,2008-05-16,58de43ef,misdemeanor
15121,2008-05-16,197bef64,misdemeanor
15648,2008-05-16,6795affc,misdemeanor
15805,2008-05-16,4b7a96f4,misdemeanor
17433,2008-05-16,d238345d,misdemeanor
17809,2008-05-16,e7729a33,misdemeanor
18456,2008-05-16,b9cdfbcb,misdemeanor
19082,2008-05-16,671dd2fd,misdemeanor
19605,2008-05-16,7edcfa49,misdemeanor
19804,2008-05-16,6f28b85d,misdemeanor
19841,2008-05-16,4f2e066e,felony
134,2008-05-17,0a7bafce,misdemeanor
385,2008-05-17,268f6354,misdemeanor
599,2008-05-17,932bfe42,felony
1965,2008-05-17,bdf858d0,misdemeanor
2636,2008-05-17,ec6b26fe,misdemeanor
2728,2008-05-17,7899ec9d,misdemeanor
3319,2008-05-17,ef5519e4,misdemeanor
4146,2008-05-17,294b7716,misdemeanor
4209,2008-05-17,f523b7bf,misdemeanor
4261,2008-05-17,2f6336d1,misdemeanor
5885,2008-05-17,e7f1dd80,misdemeanor
7277,2008-05-17,6831a251,misdemeanor
7421,2008-05-17,85141906,misdemeanor
7436,2008-05-17,667297a6,misdemeanor
9588,2008-05-17,28b1b65b,misdemeanor
9816,2008-05-17,0cb85051,misdemeanor
9975,2008-05-17,4636af64,misdemeanor
10129,2008-05-17,a5a2693f,misdemeanor
10598,2008-05-17,a5f4eb7c,misdemeanor
11278,2008-05-17,bd0025e3,misdemeanor
12490,2008-05-17,3807c669,misdemeanor
12709,2008-05-17,c91b5352,misdemeanor
13071,2008-05-17,e7d766f0,misdemeanor
13683,2008-05-17,91af97a4,felony
14490,2008-05-17,e67f8c63,misdemeanor
14661,2008-05-17,adc5c098,misdemeanor
14720,2008-05-17,4ea2ae37,misdemeanor
14916,2008-05-17,69dfef41,misdemeanor
17055,2008-05-17,a92e2313,misdemeanor
17066,2008-05-17,b37274a3,misdemeanor
17611,2008-05-17,bb05c20d,misdemeanor
17735,2008-05-17,4e33043c,misdemeanor
1643,2008-05-18,b542b982,misdemeanor
2959,2008-05-18,d78e009c,felony
3894,2008-05-18,3e1bd4fb,felony
4208,2008-05-18,f795503f,misdemeanor
4786,2008-05-18,8fd1e013,misdemeanor
4932,2008-05-18,dd0d943d,felony
5043,2008-05-18,7d0a199a,misdemeanor
5110,2008-05-18,a54e4c38,misdemeanor
5439,2008-05-18,73c0ce6f,misdemeanor
5476,2008-05-18,988ed108,felony
6062,2008-05-18,73d4d8f3,misdemeanor
6833,2008-05-18,4e58ee1a,misdemeanor
7264,2008-05-18,0f5893b3,misdemeanor
7470,2008-05-18,1ce537f3,misdemeanor
8887,2008-05-18,01e7d064,misdemeanor
10095,2008-05-18,dab9db08,misdemeanor
10233,2008-05-18,1ae25f05,felony
10617,2008-05-18,be9dcc53,misdemeanor
11217,2008-05-18,df26e109,misdemeanor
11267,2008-05-18,b4ca8a9a,misdemeanor
11554,2008-05-18,4cd3dcd9,misdemeanor
13534,2008-05-18,2ff81cf8,misdemeanor
14147,2008-05-18,52cc87c2,felony
14614,2008-05-18,64191d1e,felony
15037,2008-05-18,052c623f,misdemeanor
16047,2008-05-18,ee94407f,misdemeanor
16502,2008-05-18,491e0779,misdemeanor
16641,2008-05-18,0b653ede,felony
17966,2008-05-18,7f436ca2,felony
18765,2008-05-18,a19344ad,felony
19240,2008-05-18,aae0cfe8,misdemeanor
19290,2008-05-18,2007a75d,misdemeanor
586,2008-05-19,2d598dab,misdemeanor
1390,2008-05-19,c7e74876,misdemeanor
1727,2008-05-19,e3fbf650,misdemeanor
1805,2008-05-19,6ae83c06,misdemeanor
4503,2008-05-19,7b05daa7,misdemeanor
4987,2008-05-19,cb70d4c4,felony
5059,2008-05-19,58549d02,misdemeanor
5202,2008-05-19,adfa668f,misdemeanor
6115,2008-05-19,885c21db,felony
6223,2008-05-19,066bcc4b,felony
6908,2008-05-19,a629d70d,misdemeanor
8554,2008-05-19,7d2dcb5e,misdemeanor
9831,2008-05-19,84e60c4e,misdemeanor
10939,2008-05-19,a1daa07f,felony
11589,2008-05-19,86d7c5cf,felony
12513,2008-05-19,bb32434a,misdemeanor
12566,2008-05-19,25071307,misdemeanor
12812,2008-05-19,ee42d42b,misdemeanor
13017,2008-05-19,818d21e4,misdemeanor
15340,2008-05-19,541c406f,misdemeanor
15433,2008-05-19,0a52ea53,misdemeanor
15654,2008-05-19,6ff33677,misdemeanor
16255,2008-05-19,b7cdc2f2,felony
17546,2008-05-19,cf66ff0c,misdemeanor
17585,2008-05-19,977a9dec,felony
17645,2008-05-19,aae5a7ad,misdemeanor
18871,2008-05-19,509c454c,felony
19880,2008-05-19,c90ee670,misdemeanor
1749,2008-05-20,65daffa4,misdemeanor
3794,2008-05-20,bd3576a6,misdemeanor
5136,2008-05-20,9383bbb7,misdemeanor
5719,2008-05-20,696a95df,misdemeanor
5979,2008-05-20,c6f6365b,misdemeanor
6529,2008-05-20,3c13b7a8,misdemeanor
7403,2008-05-20,0dccc461,misdemeanor
9647,2008-05-20,a61b2a1f,felony
9681,2008-05-20,05aafbe1,misdemeanor
9898,2008-05-20,22c62804,misdemeanor
10945,2008-05-20,a89eba80,misdemeanor
11851,2008-05-20,e8898a38,misdemeanor
12059,2008-05-20,a4efd431,misdemeanor
12436,2008-05-20,f306e774,misdemeanor
12530,2008-05-20,521c4132,misdemeanor
13115,2008-05-20,7866511b,misdemeanor
13118,2008-05-20,46302ccf,felony
13626,2008-05-20,cd1fb991,felony
14079,2008-05-20,388e58ba,felony
14438,2008-05-20,4e2e7eb7,misdemeanor
14458,2008-05-20,c8009264,misdemeanor
14882,2008-05-20,0df60130,misdemeanor
15828,2008-05-20,bd7a83d3,misdemeanor
16006,2008-05-20,74317a88,misdemeanor
16115,2008-05-20,e875b264,misdemeanor
16249,2008-05-20,80a2ec42,misdemeanor
16918,2008-05-20,21116cc5,felony
17638,2008-05-20,dde149db,misdemeanor
17699,2008-05-20,6e093b5f,misdemeanor
17879,2008-05-20,8c09f385,misdemeanor
17903,2008-05-20,9be392f3,misdemeanor
17913,2008-05-20,1354db31,misdemeanor
18239,2008-05-20,ff189558,misdemeanor
18920,2008-05-20,9bfd92d3,misdemeanor
19125,2008-05-20,31b843e3,misdemeanor
19992,2008-05-20,05f3d803,misdemeanor
2598,2008-05-21,6c6e74d4,misdemeanor
2969,2008-05-21,67a56c20,felony
3012,2008-05-21,4c555fba,misdemeanor
4195,2008-05-21,67162a3a,misdemeanor
5271,2008-05-21,a7de18a9,felony
5514,2008-05-21,c8c89eaf,misdemeanor
5651,2008-05-21,a9a89f04,misdemeanor
7214,2008-05-21,086f8082,misdemeanor
9294,2008-05-21,53ac475b,misdemeanor
9464,2008-05-21,cf66c0cf,misdemeanor
9971,2008-05-21,7cb54437,misdemeanor
11279,2008-05-21,f6bba73c,felony
13132,2008-05-21,e51a1201,misdemeanor
13273,2008-05-21,0326e686,misdemeanor
13885,2008-05-21,b76f5d8f,misdemeanor
13905,2008-05-21,70cba58b,misdemeanor
14036,2008-05-21,a0d6889e,misdemeanor
14903,2008-05-21,cf820c3e,felony
15829,2008-05-21,15a134ea,felony
15991,2008-05-21,a83887d7,misdemeanor
16165,2008-05-21,bf206ce7,misdemeanor
16457,2008-05-21,803eea7b,misdemeanor
16821,2008-05-21,befeedcf,misdemeanor
16851,2008-05-21,69275930,misdemeanor
16896,2008-05-21,b9c7b8c6,felony
17620,2008-05-21,45946f32,felony
17704,2008-05-21,72edf1b0,misdemeanor
18326,2008-05-21,60125148,felony
18435,2008-05-21,d5f4518b,felony
18993,2008-05-21,a59334bd,felony
19567,2008-05-21,b9606e79,misdemeanor
193,2008-05-22,9625ed00,felony
539,2008-05-22,b7ffeb0b,felony
2975,2008-05-22,a6e5f469,misdemeanor
3266,2008-05-22,cb4ed608,felony
4078,2008-05-22,80410718,misdemeanor
4192,2008-05-22,d2974bd9,misdemeanor
4849,2008-05-22,03301cef,misdemeanor
6074,2008-05-22,af05a415,misdemeanor
6132,2008-05-22,8f147b32,felony
6846,2008-05-22,ece97944,misdemeanor
6885,2008-05-22,3ffbf729,felony
9655,2008-05-22,7d18cb72,misdemeanor
10226,2008-05-22,3f00e74c,misdemeanor
