person_id,gender,bdate,home_precinct
5751,F,1991-01-07,35
5752,M,1992-12-18,73
5753,F,1979-09-10,73
5755,M,1985-10-20,53
5756,M,1977-01-24,48
5757,M,1966-08-27,62
5759,M,1982-08-21,19
5760,M,1990-08-24,72
5763,M,1976-08-15,53
5765,male,1983-03-10,8
5766,M,1991-10-01,60
5767,M,1985-07-14,69
5768,M,1972-07-18,45
5769,M,1984-04-21,1
5770,M,1980-10-07,8
5771,M,1978-12-10,14
5772,F,1987-11-28,32
5773,M,1988-02-08,9
5774,M,1980-03-04,19
5775,F,1977-11-11,40
5776,M,1983-01-18,27
5777,M,1984-09-05,28
5779,M,1993-04-17,12
5781,male,1978-09-02,8
5782,M,1979-08-20,60
5783,female,1979-07-06,46
5784,M,1989-04-14,43
5785,M,1985-07-14,2
5787,M,1989-10-28,13
5788,M,1992-12-06,26
5789,M,1979-11-30,36
5794,M,1989-03-23,48
5795,M,1980-04-27,8
5798,M,1990-07-12,42
5799,M,1977-10-17,58
5800,M,1986-01-23,36
5802,M,1987-01-01,11
5803,M,1985-07-04,15
5804,M,1982-08-09,73
5805,M,1968-07-31,65
5806,M,1972-02-15,25
5807,M,1975-02-05,2
5808,M,1981-08-28,46
5809,male,1986-06-11,4
5811,F,1996-08-03,8
5814,male,1970-03-25,11
5815,M,1984-01-29,57
5818,M,1979-07-05,15
5819,M,1986-12-30,47
5820,M,1969-11-08,8
5822,M,1989-08-28,73
5823,M,1978-07-15,8
5824,M,1974-03-10,58
5827,M,1991-07-09,48
5828,M,1988-10-24,26
5831,M,1989-09-25,17
5832,M,1988-02-17,51
5833,M,1982-11-23,46
5835,F,1992-08-31,14
5836,F,1979-09-17,43
5837,M,1993-12-27,69
5839,M,1982-09-08,39
5840,M,1984-04-04,27
5841,M,1992-09-02,44
5842,M,1981-03-03,62
5843,female,1989-02-16,65
5844,M,1977-08-12,7
5845,M,1977-07-24,65
5846,M,1994-08-23,28
5847,F,1987-01-25,16
5848,M,1989-04-01,58
5850,M,1983-09-06,68
5852,M,1992-08-19,49
5853,M,1984-12-25,9
5854,M,1976-04-15,38
5855,M,1993-10-15,49
5856,M,1973-07-26,42
5857,F,1980-12-19,26
5859,F,1981-07-13,26
5860,M,1980-07-27,47
5861,F,1985-08-23,40
5862,F,1986-05-23,13
5865,M,1986-07-31,31
5866,M,1982-03-06,60
5867,male,1986-11-26,70
5868,F,1981-09-10,34
5870,M,1990-12-20,73
5871,M,1965-10-18,13
5872,M,1983-09-06,33
5873,F,1993-08-31,30
5874,M,1979-03-22,76
5875,M,1981-05-27,5
5876,M,1982-09-14,31
5877,F,1978-09-10,73
5878,M,1980-09-30,73
5879,M,1972-03-07,72
5881,M,1979-11-01,36
5882,M,1990-09-08,70
5884,male,1980-05-20,73
5885,M,1986-04-30,53
5886,M,1993-02-14,9
5887,M,1987-08-19,60
5888,M,1991-07-24,36
5889,F,1979-08-31,26
5890,M,1977-08-11,39
5892,female,1986-09-05,8
5893,F,1978-12-22,27
5895,M,1978-08-23,72
5897,M,1996-06-16,32
5899,M,1986-08-26,32
5901,M,1982-07-09,75
5902,M,1991-09-25,56
5904,M,1990-06-11,64
5905,M,1984-12-20,11
5906,M,1988-07-06,53
5908,M,1986-10-02,73
5909,female,1985-01-20,39
5910,M,1984-08-05,34
5911,M,1994-01-08,8
5913,F,1995-08-11,40
5914,F,1998-02-02,11
5915,F,1994-02-01,16
5917,M,1977-07-24,4
5918,F,1989-02-08,27
5919,M,1996-01-15,64
5920,M,1988-11-06,71
5922,M,1970-11-04,56
5923,M,1976-04-11,60
5924,F,1988-01-31,28
5926,M,1980-10-15,7
5929,M,1988-12-06,60
5930,M,1980-10-17,43
5931,M,1970-11-20,46
5932,M,1982-02-19,65
5934,M,1962-03-10,7
5935,M,1994-12-11,48
5936,M,1984-07-28,62
5937,M,1983-01-20,8
5939,M,1975-09-26,69
5940,M,1973-07-26,41
5941,M,1983-01-10,31
5942,male,1980-12-11,62
5944,M,1991-08-07,73
5945,M,1964-09-01,62
5946,M,1949-11-10,68
5948,M,1988-06-07,65
5952,F,1978-07-06,18
5953,M,1979-07-22,68
5954,M,1976-12-15,14
5955,M,1982-01-18,76
5956,M,1974-07-23,67
5957,M,1986-03-07,49
5958,F,1989-04-28,36
5959,F,1977-01-25,26
5960,M,1970-07-30,61
5961,F,1995-01-27,75
5962,F,1994-12-23,58
5963,M,1978-12-31,75
5964,M,1982-06-04,15
5965,M,1963-07-29,28
5966,M,1983-07-09,65
5967,M,1990-02-12,40
5968,M,1986-09-15,24
5969,M,1980-04-04,48
5970,male,1982-04-12,43
5971,male,1950-12-07,3
5972,F,1988-12-21,61
5974,F,1981-04-14,14
5976,F,1979-01-20,53
5977,M,1978-09-09,15
5978,male,1983-10-24,72
5979,M,1981-08-01,38
5980,M,1981-05-16,4
5982,M,1977-02-04,65
5984,M,1984-11-01,64
5985,M,1970-02-28,57
5986,M,1983-10-08,15
5989,M,1978-10-12,63
5990,M,1966-06-04,4
5992,M,1986-09-21,73
5993,M,1988-08-31,43
5994,female,1985-07-08,11
5995,M,1990-04-12,32
5996,M,1975-07-30,26
5997,F,1974-03-26,53
5998,M,1982-10-06,60
5999,F,1989-01-11,75
6000,M,1979-09-19,59
6003,M,1992-02-02,38
6004,M,1985-12-18,22
6006,F,1970-09-29,69
6008,M,1985-04-10,1
6010,male,1975-04-03,58
6011,M,1988-01-28,15
6012,M,1983-03-16,6
6013,F,1974-10-24,26
6015,M,1983-10-31,34
6016,M,1972-02-15,16
6017,M,1982-01-25,22
6018,M,1977-08-13,9
6019,M,1997-05-16,27
6020,M,1978-03-27,47
6021,M,1978-04-21,70
6022,F,1981-10-21,71
6023,M,2001-03-06,70
6024,M,1979-07-04,42
6027,F,1977-12-30,23
6029,M,1988-03-02,66
6031,M,1973-11-26,42
6034,male,1970-08-01,28
6035,M,1971-11-13,58
6040,M,1970-07-18,21
6041,M,1971-03-15,11
6042,M,1976-07-11,26
6044,M,1990-07-28,43
6045,male,1981-10-17,72
6046,male,1979-08-24,75
6047,F,1973-08-15,75
6048,M,1982-07-07,34
6049,M,1997-08-05,39
6050,M,1995-02-09,9
6051,M,1979-08-29,26
6053,M,1989-03-23,75
6054,M,1992-01-17,42
6055,F,1971-07-13,42
6056,M,1991-08-20,49
6057,F,1980-02-22,26
6058,M,1982-04-29,15
6059,M,1992-01-08,14
6060,M,1986-05-01,53
6061,M,1977-10-11,15
6062,M,1978-12-03,66
6064,male,1993-01-03,56
6066,M,1986-12-16,39
6067,M,1961-01-11,49
6068,F,1979-12-02,28
6069,M,1980-06-21,64
6070,M,1986-02-09,40
6071,M,1985-04-21,28
6072,M,1987-09-23,39
6073,M,1982-04-17,3
6074,M,1965-01-12,14
6075,M,1976-11-20,49
6076,male,1976-04-28,1
6077,M,1978-07-21,71
6078,M,1958-07-14,62
6080,M,1977-10-21,41
6082,M,1976-06-25,48
6084,M,1979-09-21,59
6086,M,1991-05-11,40
6087,M,1984-07-27,72
6088,M,1985-12-25,44
6089,M,1987-04-26,33
6090,male,1990-02-04,6
6091,M,1985-06-22,28
6093,female,1986-09-09,36
6094,F,1988-03-10,26
6096,male,1974-10-15,68
6097,F,1986-09-22,53
6098,M,1978-02-22,62
6099,M,1979-04-04,19
6101,F,1979-09-03,5
6102,male,1985-03-19,66
6103,M,1989-11-18,70
6105,M,1975-08-18,68
6106,M,1979-08-03,29
6108,M,1982-11-08,4
6109,M,1982-04-25,15
6115,male,1969-04-09,46
6116,M,1989-12-13,66
6118,M,1987-04-18,18
6120,F,1996-01-04,69
6121,M,1982-12-09,4
6122,M,1985-08-22,41
6123,F,1980-04-23,60
6125,M,1979-01-31,73
6126,M,1983-03-26,53
6128,F,1964-08-12,63
6132,F,1987-10-13,46
6133,M,1980-07-22,60
6134,M,1974-03-15,28
6135,F,1982-02-17,9
6137,M,1991-10-11,13
6139,F,1994-07-09,36
6140,M,1992-09-06,70
6141,M,1992-07-21,62
6142,male,1978-09-26,8
6143,M,1972-11-29,19
6145,F,1981-04-07,9
6146,M,1996-12-23,72
6147,M,1976-06-30,61
6148,M,1988-11-28,40
6149,M,1970-11-13,53
6150,M,1991-08-24,8
6151,F,1988-07-07,66
6152,M,1984-04-20,71
6153,M,1989-12-11,46
6154,M,1990-09-07,36
6156,F,1993-01-05,38
6157,M,1969-03-21,57
6158,F,1982-07-23,60
6159,M,1990-11-23,56
6160,F,1987-02-17,58
6161,M,1987-08-27,12
6162,M,1974-03-14,75
6163,M,1990-03-09,44
6164,M,1965-10-22,16
6165,M,1988-10-17,6
6169,male,1963-10-15,60
6170,M,1992-09-12,65
6171,M,1985-04-30,49
6172,M,1990-08-06,28
6173,male,1967-07-02,66
6174,F,1984-02-01,8
6175,M,1968-02-03,48
6176,M,1979-10-31,69
6177,M,1981-02-27,4
6178,M,1992-09-14,70
6179,M,1981-10-21,46
6180,M,1971-02-23,38
6181,male,1978-10-05,27
6182,M,1987-12-31,75
6184,M,1989-02-26,77
6185,F,1985-11-29,60
6186,M,1967-07-31,18
6187,M,1986-01-07,4
6188,M,1977-02-11,14
6190,M,1969-09-19,34
6191,M,1991-01-24,57
6192,F,1989-02-28,47
6194,M,1977-11-05,31
6195,M,1978-09-25,3
6196,M,1980-02-06,1
6197,M,1988-03-15,43
6198,M,1982-09-20,3
6199,M,1985-09-16,73
6200,M,1967-04-15,1
6201,M,1996-07-07,60
6202,M,1980-12-09,35
6203,F,1978-11-16,19
6204,M,1979-02-14,66
6206,M,1959-01-15,44
6207,M,1973-01-17,46
6208,M,1981-01-17,19
6209,M,1980-11-30,57
6211,M,1976-06-05,48
6212,F,1983-03-21,65
6213,M,1981-10-25,52
6214,M,1985-04-11,4
6215,M,1987-10-16,2
6217,M,1985-02-25,65
6218,M,1991-04-24,69
6219,M,1985-02-07,72
6221,M,1988-11-10,35
6222,male,1983-04-17,34
6223,F,1981-04-28,75
6227,M,1960-09-28,53
6229,M,1984-08-20,34
6230,M,1988-01-23,45
6231,M,1989-09-06,60
6232,M,1975-07-24,19
6233,M,1986-05-14,40
6234,M,1976-04-15,26
6235,M,1967-10-22,46
6236,F,1985-01-18,57
6238,F,1971-08-02,62
6239,M,1970-02-10,9
6240,M,1995-11-06,36
6243,M,1981-11-15,70
6244,M,1992-08-05,3
6245,male,1985-12-01,31
6246,M,1980-11-21,62
6248,M,1996-07-27,54
6249,male,1991-01-14,13
6250,M,1980-08-02,2
6251,male,1993-04-18,57
6252,F,1982-11-11,38
6253,M,1978-09-14,34
6254,M,1981-10-28,7
6255,F,1970-10-10,47
6256,M,1992-07-02,57
6257,M,1988-10-04,5
6258,M,1980-07-08,70
6260,M,1979-07-10,61
6261,M,1969-07-17,68
6262,M,1973-01-18,22
6263,M,1976-12-18,16
6264,F,1995-12-24,48
6267,M,1976-11-09,77
6268,F,1980-07-09,9
6269,M,1952-09-13,65
6270,M,1986-11-11,58
6273,M,1991-04-02,26
6274,M,1989-09-29,26
6275,M,1988-08-22,28
6277,M,1990-03-04,67
6278,F,1993-12-04,53
6279,male,1991-08-27,11
6280,female,1990-04-25,72
6281,M,1977-08-12,64
6282,M,1989-05-17,65
6283,M,1989-03-24,27
6284,M,1978-03-24,48
6285,M,1982-10-22,49
6287,F,1984-11-12,13
6288,M,1990-03-08,4
6290,M,1985-09-01,48
6291,F,1993-11-24,8
6292,M,1976-12-29,49
6293,F,1979-05-18,75
6295,M,1985-05-06,38
6296,male,1977-07-19,13
6299,M,1975-03-06,69
6302,F,1991-02-04,70
6305,M,1981-11-07,38
6306,M,1985-01-27,4
6307,F,1989-05-06,48
6308,F,1981-11-10,39
6309,M,1971-08-22,35
6310,M,1987-11-07,68
6312,M,1985-07-23,2
6313,M,1977-10-03,8
6314,F,1976-06-02,19
6315,M,1986-12-16,26
6316,M,1988-08-26,26
6318,F,1975-10-09,73
6322,F,1989-10-10,12
6323,M,1970-02-15,62
6324,M,1978-10-16,60
6325,M,1974-12-18,75
6326,M,1988-11-17,73
6327,M,1981-06-13,57
6329,M,1992-12-02,25
6331,M,1989-07-02,43
6332,F,1982-02-25,31
6333,M,1980-12-27,27
6334,M,1978-10-27,36
6336,M,1982-04-11,17
6337,M,1984-03-03,73
6338,male,1985-09-01,53
6339,M,1970-11-11,40
6340,M,1975-12-19,49
6341,M,1982-08-25,62
6342,M,1979-01-10,76
6344,M,1979-01-13,73
6345,M,1979-10-24,32
6346,F,1988-08-13,43
6348,male,1985-03-15,72
6349,M,1983-09-05,14
6350,M,1984-10-19,5
6351,F,1995-02-02,49
6353,M,1993-07-01,16
6354,M,1981-03-13,48
6357,M,1993-05-31,6
6358,M,1983-10-30,12
6359,M,1976-06-09,60
6362,M,1984-07-19,15
6363,F,1985-12-09,21
6365,M,1982-08-18,7
6367,M,1981-10-14,37
6369,M,1987-02-06,13
6370,M,1978-09-06,7
6371,M,1977-10-03,57
6372,M,1983-11-24,8
6374,F,1987-07-30,43
6375,F,1982-12-14,4
6376,F,1988-06-03,53
6377,female,1993-10-11,11
6378,M,1975-01-12,58
6379,M,1984-08-06,65
6380,M,1983-08-31,65
6381,M,1974-07-14,46
6382,M,1997-07-24,66
6384,F,1997-04-01,11
6386,M,1984-02-22,69
6388,M,1993-05-29,39
6390,M,1994-08-04,28
6392,M,1983-09-22,68
6394,male,1964-03-28,24
6395,M,1970-10-18,1
6396,M,1976-08-01,44
6397,F,1985-02-03,27
6399,M,1985-05-31,13
6400,M,1982-09-25,69
6401,M,1990-09-21,73
6402,F,1989-10-22,15
6403,M,1980-08-06,57
6404,M,1974-07-22,18
6405,female,1985-08-16,41
6406,M,1984-08-07,68
6408,M,1977-11-09,34
6409,M,1983-09-17,65
6410,M,1991-03-11,11
6411,male,1989-09-10,60
6412,M,1985-05-21,24
6413,M,1990-02-20,53
6415,F,1983-07-12,15
6416,M,1977-07-01,53
6417,M,1990-10-28,41
6420,M,1983-03-15,27
6421,M,1986-07-25,70
6423,M,1989-02-13,52
6424,male,1988-06-30,38
6426,M,1984-07-13,46
6427,M,1994-04-03,71
6430,F,1983-04-13,73
6431,M,1985-08-29,13
6434,M,1981-03-28,38
6435,M,1984-08-19,5
6436,M,1985-08-15,72
6437,M,1995-12-08,36
6439,F,1983-09-26,4
6440,F,1979-10-01,26
6441,F,1996-07-30,60
6442,M,1978-11-28,48
6444,M,1982-02-15,46
6445,M,1980-06-13,12
6448,F,1988-10-31,26
6449,M,1986-10-28,67
6450,M,1984-02-08,53
6451,F,1980-02-15,44
6453,M,1986-06-01,48
6454,F,1981-11-09,72
6455,F,1981-11-21,40
6459,M,1971-04-01,66
6460,male,1969-03-09,77
6461,F,1983-12-19,7
6464,M,1989-08-07,56
6466,M,1976-09-23,3
6467,M,1984-11-17,48
6468,M,1977-07-15,44
6469,M,1983-09-15,3
6470,M,1983-01-26,62
6474,M,1985-05-07,22
6476,M,1975-04-26,4
6477,M,1988-11-26,31
6478,M,1991-05-02,63
6481,M,1978-08-23,47
6482,female,1984-10-02,44
6483,M,1984-07-07,73
6485,F,1975-10-10,28
6486,M,1987-02-09,58
6487,F,1989-09-19,28
6489,male,1972-07-01,65
6490,M,1983-08-13,49
6492,M,1979-11-19,49
6493,M,1962-08-26,9
6494,M,1984-11-30,58
6495,M,1983-10-02,42
6496,M,1987-09-29,26
6497,F,1988-06-26,18
6498,M,1975-03-07,56
6499,M,1988-07-04,28
6500,F,1975-09-08,42
6503,female,1992-12-18,49
6504,M,1977-10-23,24
6505,M,1982-07-13,43
6506,M,1973-07-22,71
6507,M,1984-08-24,76
6508,F,1986-04-17,77
6509,M,1971-04-07,58
6510,M,1986-09-17,43
6511,M,1991-03-24,73
6512,M,1995-04-16,9
6513,male,1980-10-12,1
6514,M,1985-12-06,26
6515,M,1988-06-07,56
6516,F,1983-04-11,53
6518,M,1991-02-12,70
6519,M,1996-01-13,8
6520,M,1982-03-27,26
6521,M,1979-09-16,42
6523,male,1987-01-24,53
6524,M,1977-03-05,5
6525,M,1967-08-22,45
6526,M,1983-07-18,68
6527,M,1982-02-01,69
6528,M,1983-09-02,64
6529,M,1987-03-01,72
6530,M,1981-07-03,34
6532,F,1990-12-18,17
6533,F,1979-08-29,76
6534,M,1993-06-24,1
6535,M,1978-01-14,15
6536,M,1982-03-14,38
6537,M,1974-09-08,7
6539,M,1984-01-10,71
6540,M,1986-12-31,46
6541,M,1985-04-23,73
6542,F,1993-11-19,9
6543,M,1989-07-11,22
6544,M,1990-07-29,60
6545,M,1987-07-02,60
6547,M,1975-07-29,7
6548,M,1970-12-13,5
6549,F,1976-02-09,26
6550,M,1984-08-02,48
6551,M,1979-10-03,76
6552,M,1991-09-23,9
6554,male,1993-07-07,48
6557,M,1970-09-03,71
6558,M,1975-11-27,4
6559,M,1974-02-01,66
6560,M,1971-08-07,36
6561,M,1985-11-07,66
6562,F,1976-07-21,53
6563,M,1984-05-05,13
6564,F,1984-05-28,77
6565,F,1976-08-22,27
6566,M,1979-05-25,65
6567,M,1978-07-23,9
6568,M,1970-04-11,66
6569,M,1985-11-03,62
6570,M,1979-08-25,39
6571,M,1979-03-04,3
6572,M,1984-12-28,57
6574,M,1971-01-05,52
6576,female,1991-01-12,3
6577,M,1980-03-03,4
6578,M,1993-04-10,4
6579,M,1980-10-17,69
6580,M,1987-07-18,70
6582,M,1973-04-03,32
6586,F,1973-09-02,18
6588,M,1990-03-02,26
6589,M,1984-03-17,41
6590,M,1977-01-27,15
6591,M,1966-06-06,53
6593,M,1985-12-26,19
6594,M,1972-03-05,32
6595,M,1984-08-30,68
6597,female,1981-10-04,64
6598,M,1982-07-17,12
6599,M,1989-07-13,69
6601,M,1983-08-07,34
6603,M,1981-11-28,60
6606,F,1975-02-23,53
6608,F,1974-09-06,71
6610,M,1968-02-03,59
6612,M,1983-07-02,53
6614,M,1975-07-11,66
6615,M,1970-03-24,69
6616,F,1984-09-28,59
6618,F,1970-11-24,60
6619,F,1980-06-05,38
6620,M,1987-08-19,27
6621,M,1987-02-12,53
6622,F,1987-06-20,25
6623,M,1995-09-19,42
6625,M,1976-12-14,46
6628,M,1989-12-10,72
6630,M,1990-04-05,8
6631,M,1986-11-07,46
6632,M,1985-04-08,21
6633,F,1968-08-26,2
6634,M,1973-09-14,8
6635,M,1989-08-05,9
6637,M,1997-03-22,63
6638,M,1959-11-26,29
6639,M,1977-09-14,1
6640,M,1976-01-17,49
6641,M,1976-09-03,15
6642,M,1986-09-10,68
6643,F,1993-08-31,11
6644,M,1987-09-27,9
6645,male,1976-08-11,64
6646,F,1980-06-10,15
6649,M,1985-01-10,9
6650,M,1986-10-01,59
6651,M,1995-02-22,21
6652,M,1975-08-18,49
6653,M,1971-07-24,47
6655,M,1982-11-24,24
6656,M,1981-12-30,13
6657,M,1980-06-30,16
6661,F,1981-01-12,55
6662,M,1980-01-27,42
6663,M,1988-10-13,15
6664,F,1963-12-02,68
6667,F,1987-11-30,1
6668,M,1993-08-17,56
6669,F,1991-11-21,4
6670,M,1983-04-24,57
6671,F,1994-05-25,7
6672,M,1983-07-09,2
6673,M,1982-03-22,3
6675,M,1980-01-01,32
6677,M,1989-10-12,40
6678,M,1971-04-19,53
6679,M,1985-11-02,34
6680,M,1996-09-26,60
6684,M,1975-07-24,28
6685,M,1978-08-11,75
6687,F,1986-07-19,41
6689,M,1970-09-12,69
6692,M,1991-04-08,4
6693,F,1981-10-20,1
6694,F,1988-09-23,18
6696,M,1989-04-20,39
6697,M,1987-10-21,28
6698,M,1968-12-13,4
6699,M,1978-10-19,13
6700,M,1984-07-06,60
6703,M,1978-04-12,33
6704,M,1980-05-01,71
6705,M,1986-11-11,27
6706,M,1976-06-09,44
6707,M,1983-07-14,47
6708,M,1983-05-21,15
6709,M,1993-04-05,53
6710,M,1956-05-22,32
6711,F,1985-01-17,44
6714,M,1978-04-03,71
6716,M,1980-12-01,4
6718,M,1988-12-28,20
6720,M,1982-10-07,42
6721,M,1984-08-04,50
6722,M,1952-09-24,12
6723,M,1986-02-20,8
6724,F,1978-01-03,47
6725,M,1986-11-02,4
6726,M,1992-01-15,60
6727,M,1982-01-18,75
6728,M,1985-08-26,43
6729,M,1980-11-12,72
6731,M,1980-08-31,7
6732,M,1991-06-02,49
6733,M,1989-08-18,1
6735,male,1981-12-01,69
6736,M,1993-03-06,67
6737,F,1984-06-22,4
6738,M,1991-11-20,61
6739,M,1974-10-06,60
6740,F,1988-03-30,1
6742,F,1985-01-06,60
6743,M,1948-07-05,36
6744,male,1990-09-21,57
6746,M,1960-11-23,45
6747,F,1992-03-13,7
6749,M,1991-12-08,69
6750,M,1995-01-09,72
6751,male,1988-11-06,8
6752,F,1983-11-29,53
6753,F,1985-07-02,22
6754,M,1986-11-18,43
6756,F,1994-05-14,13
6758,F,1990-04-22,49
6759,M,1975-07-11,75
6760,M,1991-04-06,36
6761,F,1978-07-22,25
6762,M,1973-06-04,65
6763,male,1990-11-13,3
6764,M,1968-11-09,5
6765,M,1998-08-16,28
6766,M,1974-05-20,53
6767,M,1974-10-26,69
6768,F,1984-10-18,77
6769,M,1971-11-29,39
6770,male,1988-08-16,61
6771,M,1987-07-19,46
6772,male,1984-06-30,42
6773,M,1994-05-09,22
6775,M,1985-03-25,8
6776,F,1981-06-18,43
6777,M,1992-02-07,38
6778,F,1984-01-14,18
6779,M,1983-07-09,72
6780,M,1967-02-11,71
6781,F,1985-09-10,62
6783,M,1983-04-13,28
6784,male,1983-02-10,62
6785,M,1975-02-17,33
6786,M,1980-04-18,48
6787,M,1986-08-19,43
6789,M,1981-10-16,10
6790,M,1972-05-18,60
6792,F,1984-01-19,32
6793,F,1988-07-18,46
6795,M,1987-04-06,72
6796,M,1988-11-25,68
6797,F,1993-08-21,53
6798,M,1983-11-01,8
6799,M,1960-02-24,2
6800,M,1990-01-24,26
6801,male,1965-06-09,48
6802,M,1993-03-03,21
6806,F,1986-10-12,33
6809,F,1983-03-25,47
6810,M,1991-01-13,62
6812,M,1978-09-06,44
6814,M,1972-11-19,53
6816,M,1974-09-19,52
6817,M,1968-12-03,28
6819,M,1993-12-17,15
6820,M,1974-05-15,24
6821,M,1980-05-10,53
6822,male,1972-11-09,72
6826,M,1986-03-03,46
6827,female,1979-09-17,75
6829,F,1978-06-21,47
6830,F,1997-02-10,64
6831,male,1977-04-30,35
6832,M,1977-08-23,73
6833,M,1988-10-01,9
6834,M,1991-07-25,3
6835,F,1984-08-30,4
6836,male,1972-01-02,72
6839,M,1982-08-15,58
6840,M,1975-07-01,69
6841,F,1985-11-22,24
6843,M,1989-10-10,58
6844,male,1985-12-02,27
6845,M,1973-01-12,70
6846,M,1985-01-05,27
6847,M,1990-08-16,62
6849,male,1984-07-13,46
6850,M,1987-11-02,62
6851,M,1982-06-30,8
6852,M,1984-08-14,32
6853,male,1984-10-27,66
6854,M,1988-09-07,9
6855,M,1972-09-15,71
6856,F,1991-04-16,64
6857,F,1970-09-23,37
6858,M,1973-10-30,61
6859,F,1975-06-01,48
6861,M,1985-04-02,58
6862,M,1983-02-13,53
6863,M,1985-03-10,36
6864,M,1980-02-08,37
6865,F,1967-07-12,42
6866,M,1981-06-26,76
6867,M,1974-04-25,60
6868,M,1996-09-03,27
6871,F,1983-09-22,41
6872,M,1979-03-29,34
6874,M,1981-09-15,64
6875,M,1989-12-15,67
6876,M,1980-08-14,14
6877,M,1990-09-10,2
6879,M,1974-03-22,28
6881,M,1976-11-14,40
6882,M,1988-07-23,69
6883,F,1988-08-04,23
6884,male,1987-10-06,22
6885,F,1981-08-11,4
6887,M,1995-07-06,4
6891,M,1984-05-13,18
6892,F,1976-10-29,53
6893,M,1995-04-15,21
6895,M,1998-12-13,39
6896,M,1993-02-11,72
6897,F,1990-02-14,44
6898,M,1979-05-21,70
6899,M,1982-05-04,23
6900,M,1994-09-17,48
6901,M,1976-06-29,39
6902,M,1989-12-23,11
6903,F,1985-08-22,51
6904,M,1983-10-20,31
6905,M,1962-09-18,76
6906,M,1986-09-19,27
6907,M,1991-12-06,13
6908,M,1971-04-05,45
6909,F,1977-12-05,53
6911,M,1979-07-01,69
6912,M,1973-07-11,48
6913,M,1978-07-16,61
6915,M,1976-08-08,46
6916,M,1985-05-01,9
6917,M,1990-10-07,45
6919,M,1982-04-04,41
6920,F,1977-09-20,69
6921,M,1977-12-28,66
6923,M,1987-09-08,62
6924,F,1976-10-04,47
6925,M,1987-07-12,27
6926,M,1972-09-10,48
6930,F,1989-08-21,1
6931,M,1988-08-08,36
6932,F,1961-09-28,38
6933,M,1987-03-21,27
6934,M,1988-03-13,75
6935,M,1990-09-13,48
6936,M,1992-10-19,35
6937,male,1977-01-14,14
6938,F,1993-10-30,38
6940,M,1990-02-21,15
6941,M,1992-11-21,48
6942,F,1988-09-07,4
6943,F,1986-09-19,68
6945,M,1998-03-12,3
6946,M,1989-04-07,47
6947,M,1962-07-07,73
6948,M,1986-08-26,13
6952,M,1982-06-02,65
6953,M,1987-10-25,36
6955,M,1978-07-22,62
6956,M,1989-08-12,75
6957,M,1985-07-25,9
6958,M,1990-05-19,19
6959,M,1990-08-24,48
6960,M,1984-09-10,7
6962,M,1998-07-14,12
6963,M,1975-11-10,43
6964,F,1982-09-11,48
6965,F,1958-08-21,42
6966,F,1996-12-15,65
6967,F,1983-11-05,9
6968,F,1986-04-16,48
6969,M,1972-09-29,58
6971,M,1991-08-12,4
6973,F,1989-07-18,4
6974,M,1971-09-06,46
6975,F,1979-10-22,62
6976,M,1983-12-16,52
6977,M,1986-08-04,64
6978,M,1979-11-26,43
6979,M,1970-11-24,69
6980,F,1978-11-15,11
6981,M,1982-04-11,36
6982,male,1992-08-28,4
6984,M,1988-09-19,75
6985,M,1977-04-17,66
6987,male,1981-08-01,29
6988,M,1989-11-20,62
6991,M,1980-08-01,42
6992,male,1984-04-15,40
6994,M,1986-10-22,26
6995,M,1979-02-17,58
6996,M,1982-04-30,64
6997,M,1989-06-11,57
6999,M,1987-09-28,56
7000,M,1996-10-11,24
7001,M,1989-07-07,67
7002,M,1978-07-15,77
7003,F,1996-04-24,28
7006,M,1979-12-02,31
7007,M,1982-09-05,26
7009,M,1993-09-01,49
7011,M,1988-03-14,4
7012,M,1975-10-01,4
7013,M,1980-11-06,53
7014,F,1978-04-13,38
7016,M,1981-07-05,7
7018,M,1989-09-21,61
7019,F,1979-02-24,8
7021,female,1979-11-29,46
7022,F,1981-01-11,70
7023,F,1979-03-12,13
7024,male,1984-11-14,49
7025,M,1992-07-19,1
7027,F,1988-01-09,41
7028,F,1976-09-06,15
7030,F,1984-11-13,46
7031,M,1983-02-13,5
7033,F,1977-11-18,43
7034,F,1984-01-11,41
7036,F,1979-07-01,62
7037,M,1965-02-26,14
7038,M,2000-03-12,38
7039,M,1985-07-10,58
7040,M,1986-12-12,72
7043,M,1989-04-17,39
7046,M,1990-10-18,50
7047,M,1985-07-28,26
7048,F,2001-08-07,38
7049,M,1972-12-27,76
7050,M,1979-07-03,15
7051,M,1985-02-05,75
7052,F,1974-10-19,26
7053,M,1985-03-03,75
7054,M,1980-01-02,60
7055,female,1989-07-17,68
7056,M,1984-01-18,62
7057,M,1963-10-31,38
7059,M,1988-10-20,53
7061,M,1988-09-14,73
7062,M,1971-09-29,47
7064,M,1993-08-12,33
7065,M,1984-12-30,12
7066,M,1985-07-28,47
7067,F,1980-06-09,36
7068,M,1995-08-16,59
7069,M,1970-04-12,28
7070,M,1986-08-05,40
7071,M,1986-07-29,53
7072,M,1976-08-11,65
7073,M,1989-07-02,28
7075,M,1974-05-31,42
7076,M,1973-07-22,34
7080,F,1980-07-06,32
7081,M,1986-09-02,40
7084,F,1973-02-13,4
7087,M,1971-08-14,49
7088,M,1981-09-29,42
7089,F,1997-01-02,69
7090,M,1983-12-04,35
